,aNWP,aNSW,rSL,avWLiC,avWpS,aSN,SC,avNSyl,WV2,FRE,aNShort,language,.,!,?,",",-,of,is,the,class,doc
20,2136,0.39185393258426965,144.87951807228916,4.5664794007490634,25.734939759036145,83,1.4469444041225141,1.473314606741573,0.3515917602996254,56.07162041424126,0.00749063670411985,10,0.550561797752809,0.011235955056179775,0.056179775280898875,0.3146067415730337,0.06741573033707865,0.013576779026217229,0.01544943820224719,0.039794007490636704,3,21
21,1655,0.4404833836858006,147.74193548387098,4.444712990936556,26.693548387096776,62,1.6740374609781479,1.4211480362537765,0.36797583081571,59.51192452002729,0.01933534743202417,10,0.5804195804195804,0.0,0.006993006993006993,0.3146853146853147,0.0979020979020979,0.01570996978851964,0.012688821752265862,0.042900302114803626,2,22
22,1626,0.41205412054120544,133.32394366197184,4.725707257072571,22.901408450704224,71,2.304304701448125,1.501230012300123,0.39114391143911437,56.58601138194483,0.007380073800738007,10,0.5397727272727273,0.0,0.03409090909090909,0.375,0.05113636363636364,0.01845018450184502,0.016605166051660517,0.05289052890528905,3,23
23,1784,0.4254484304932735,128.1153846153846,4.4624439461883405,22.871794871794872,78,4.5838264299802765,1.4007847533632287,0.34529147982062774,65.11373807059907,0.0072869955156950675,10,0.4538152610441767,0.008032128514056224,0.012048192771084338,0.4497991967871486,0.07630522088353414,0.011771300448430493,0.014573991031390135,0.03867713004484305,1,24
24,1861,0.4212788823213326,190.27118644067798,4.937667920472864,31.54237288135593,59,3.7627118644067794,1.568511552928533,0.3745298226759806,42.12341414766986,0.015583019881783988,10,0.4689265536723164,0.005649717514124294,0.03389830508474576,0.4180790960451977,0.07344632768361582,0.017195056421278884,0.02041912950026867,0.05051047823750672,3,25
25,1947,0.4067796610169492,160.4142857142857,4.676938880328711,27.814285714285713,70,2.747755102040816,1.50231124807396,0.371854134565999,51.507968412943,0.007190549563430919,10,0.5026737967914439,0.0106951871657754,0.026737967914438502,0.3850267379679144,0.0748663101604278,0.015921931176168466,0.02362609142270159,0.036466358500256806,3,26
26,3429,0.4354039078448527,124.74834437086092,4.42315543890347,22.70860927152318,151,1.6648831191614404,1.3881598133566637,0.25867599883347914,66.34744137943025,0.010207057451151939,10,0.5454545454545454,0.0,0.04075235109717868,0.3730407523510972,0.04075235109717868,0.012248468941382326,0.01516477107028288,0.058034412365121024,2,27
27,1752,0.4252283105022831,161.0483870967742,4.612442922374429,28.258064516129032,62,2.3132154006243497,1.4908675799086757,0.3270547945205479,52.02566725585509,0.005707762557077625,10,0.532051282051282,0.0,0.04487179487179487,0.36538461538461536,0.057692307692307696,0.019406392694063926,0.021689497716894976,0.041666666666666664,1,28
28,1968,0.43648373983739835,180.4126984126984,4.621443089430894,31.238095238095237,63,4.6359284454522545,1.4872967479674797,0.33485772357723576,49.303028455284576,0.018292682926829267,10,0.5130434782608696,0.004347826086956522,0.008695652173913044,0.34782608695652173,0.12608695652173912,0.015752032520325202,0.018292682926829267,0.042682926829268296,3,29
29,1991,0.4048216976393772,142.90361445783134,4.8910095429432445,23.987951807228917,83,2.0454347510524022,1.558011049723757,0.3611250627825214,50.67949410903282,0.0035158211953792064,10,0.5081967213114754,0.00546448087431694,0.00546448087431694,0.4207650273224044,0.060109289617486336,0.022099447513812154,0.019085886489201405,0.050728277247614265,1,30
30,2582,0.430286599535244,159.12087912087912,4.512393493415956,28.373626373626372,91,2.769713802680836,1.4275755228505034,0.3249419054996127,57.262879997616665,0.012006196746707979,10,0.46311475409836067,0.0,0.06557377049180328,0.38524590163934425,0.0860655737704918,0.020139426800929512,0.014329976762199844,0.05615801704105345,3,31
31,1608,0.4197761194029851,141.859375,4.5690298507462686,25.125,64,1.81884765625,1.4228855721393034,0.3837064676616916,60.95700559701494,0.011194029850746268,10,0.4966442953020134,0.013422818791946308,0.0738255033557047,0.33557046979865773,0.08053691275167785,0.009328358208955223,0.026119402985074626,0.05037313432835821,3,32
32,2472,0.45995145631067963,135.72,4.38915857605178,24.72,100,2.4255,1.436084142394822,0.3195792880258899,60.251481553398065,0.015372168284789644,10,0.5265306122448979,0.004081632653061225,0.0163265306122449,0.40408163265306124,0.04897959183673469,0.014967637540453074,0.0186084142394822,0.06108414239482201,3,33
33,2462,0.4220146222583266,143.20833333333334,4.432981316003249,25.645833333333332,96,4.890625,1.4187652315190902,0.318034118602762,60.77694058015166,0.007717303005686434,10,0.4504792332268371,0.0,0.012779552715654952,0.46006389776357826,0.07667731629392971,0.01949634443541836,0.015840779853777416,0.039805036555645816,1,34
34,2333,0.42734676382340336,116.30909090909091,4.426489498499786,21.20909090909091,110,0.6991735537190082,1.448349764252036,0.3471924560651522,62.7773826715505,0.002571795970852979,10,0.7287234042553191,0.010638297872340425,0.010638297872340425,0.2393617021276596,0.010638297872340425,0.019717102443206173,0.03386198028289756,0.04929275610801543,1,35
35,3092,0.4220569210866753,120.4054054054054,4.63777490297542,20.89189189189189,148,2.2162618699780863,1.4602199223803363,0.31209573091849935,62.0951242963533,0.018434670116429495,10,0.4520547945205479,0.0027397260273972603,0.04657534246575343,0.3643835616438356,0.13424657534246576,0.021345407503234153,0.018758085381630013,0.058538163001293664,3,36
36,2404,0.4604825291181364,134.68,4.497920133111481,24.04,100,0.9072999999999999,1.4201331114808653,0.305324459234609,62.29113876871881,0.018718801996672214,10,0.6018957345971564,0.0,0.023696682464454975,0.2037914691943128,0.17061611374407584,0.02204658901830283,0.01747088186356073,0.07029950083194675,1,37
37,1985,0.4065491183879093,161.38235294117646,4.4755667506297225,29.191176470588236,68,1.3728373702422145,1.4307304785894206,0.2962216624685139,56.16615739368798,0.006045340050377834,10,0.6086956521739131,0.0,0.028985507246376812,0.3333333333333333,0.028985507246376812,0.020151133501259445,0.015113350125944584,0.062468513853904284,2,38
38,2770,0.4411552346570397,143.4811320754717,4.418050541516245,26.141509433962263,106,0.6527233891064435,1.4483754512635378,0.2833935018050542,57.76880474763302,0.01660649819494585,10,0.36787564766839376,0.0051813471502590676,0.37823834196891193,0.19689119170984457,0.05181347150259067,0.013357400722021661,0.026714801444043323,0.047292418772563176,1,39
39,2614,0.43687834736036724,175.80246913580248,4.325172149961745,32.27160493827161,81,4.994360615759792,1.3806426931905127,0.2995409334353481,57.27694914373696,0.013006885998469778,10,0.39453125,0.0,0.0546875,0.5,0.05078125,0.020275439938791124,0.019510328997704666,0.0665646518745218,1,40
40,1745,0.436676217765043,154.90769230769232,4.524928366762178,26.846153846153847,65,10.897278106508875,1.4045845272206303,0.4068767908309455,60.75830284328854,0.02005730659025788,10,0.2686084142394822,0.006472491909385114,0.061488673139158574,0.48220064724919093,0.18122977346278318,0.0166189111747851,0.027507163323782235,0.053868194842406875,2,41
41,2360,0.4351694915254237,108.10169491525424,4.340677966101695,20.0,118,0.968256248204539,1.402542372881356,0.33940677966101696,67.8799152542373,0.0029661016949152543,10,0.6915887850467289,0.009345794392523364,0.0,0.29439252336448596,0.004672897196261682,0.019491525423728815,0.0211864406779661,0.05254237288135593,1,42
42,1729,0.4158473105841527,142.85507246376812,4.612492770387507,25.057971014492754,69,3.0159630329762654,1.4742625795257374,0.37767495662232503,56.67854519241249,0.006940427993059572,10,0.4682080924855491,0.005780346820809248,0.017341040462427744,0.4797687861271676,0.028901734104046242,0.026604973973395025,0.02371312897628687,0.06766917293233082,1,43
43,2119,0.43180745634733364,149.2375,4.512505899008967,26.4875,80,4.6134375,1.4294478527607362,0.3445021236432279,59.01889915644175,0.0075507314771118455,10,0.42105263157894735,0.0,0.007518796992481203,0.41729323308270677,0.15413533834586465,0.028315243039169418,0.023124115148655026,0.07031618688060406,2,44
44,2861,0.43586158685774207,148.67889908256882,4.596295001747641,26.24770642201835,109,0.7951350896389193,1.4697658161482,0.3142257951765117,55.85138993551368,0.009087731562390773,10,0.572139303482587,0.009950248756218905,0.09950248756218906,0.23383084577114427,0.0845771144278607,0.019573575672841664,0.02097168822090178,0.0576721426074799,2,45
45,2201,0.45979100408905044,113.32692307692308,4.290322580645161,21.16346153846154,104,1.0349482248520712,1.3707405724670605,0.3048614266242617,69.38943410774823,0.00408905043162199,10,0.5958549222797928,0.025906735751295335,0.04145077720207254,0.3005181347150259,0.03626943005181347,0.0186278964107224,0.021808268968650613,0.06905951840072694,2,46
46,1973,0.3938165230613279,183.2058823529412,5.206284845413077,29.014705882352942,68,3.056660899653979,1.6224024328433857,0.30106436898124683,40.129827710861335,0.006082108464267613,10,0.44502617801047123,0.0,0.005235602094240838,0.387434554973822,0.16230366492146597,0.027876330461226558,0.02027369488089204,0.07805372529143437,1,47
47,3036,0.4166666666666667,198.98888888888888,4.741765480895916,33.733333333333334,90,6.57358024691358,1.4785902503293809,0.3438735177865613,47.50693148880106,0.012516469038208168,10,0.39465875370919884,0.008902077151335312,0.002967359050445104,0.4688427299703264,0.12462908011869436,0.024374176548089592,0.017127799736495388,0.061923583662714096,2,48
48,2587,0.4217240046385775,140.83333333333334,4.457672980286046,25.362745098039216,102,2.260668973471742,1.4356397371472749,0.3448009277155006,59.63669196283076,0.005411673753382296,10,0.5333333333333333,0.0,0.020833333333333332,0.4083333333333333,0.0375,0.02280633938925396,0.021260146888287593,0.0676459219172787,2,49
49,1400,0.455,132.125,4.2178571428571425,25.0,56,0.6760204081632653,1.3692857142857142,0.36,65.6184285714286,0.009285714285714286,10,0.6792452830188679,0.0,0.0660377358490566,0.18867924528301888,0.0660377358490566,0.012857142857142857,0.017857142857142856,0.04642857142857143,3,50
50,3013,0.41686027215399934,166.16981132075472,4.691669432459343,28.42452830188679,106,6.005962976148096,1.4772651842017923,0.31695984069034183,53.0074691901133,0.02522402920677066,10,0.3925729442970822,0.0,0.0,0.47480106100795755,0.13262599469496023,0.024228343843345504,0.015267175572519083,0.061068702290076333,1,51
51,2135,0.4721311475409836,135.76470588235293,4.2918032786885245,25.11764705882353,85,2.6856747404844294,1.3911007025761124,0.34332552693208435,63.653468797355025,0.019672131147540985,10,0.47186147186147187,0.008658008658008658,0.03896103896103896,0.36363636363636365,0.11688311688311688,0.010772833723653397,0.022950819672131147,0.05761124121779859,3,52
52,2263,0.4334953601414052,146.25842696629215,4.600972160848431,25.426966292134832,89,3.4927408155535917,1.4560318161732213,0.32655766681396375,57.846337565228644,0.0344675209898365,10,0.47126436781609193,0.0,0.0038314176245210726,0.4061302681992337,0.11877394636015326,0.030048608042421564,0.024304021210782147,0.09191338930623066,1,53
53,1768,0.4168552036199095,168.0483870967742,4.760180995475113,28.516129032258064,62,4.04630593132154,1.5084841628959276,0.4032805429864253,50.27336885126262,0.015271493212669683,10,0.40594059405940597,0.0,0.0297029702970297,0.3811881188118812,0.18316831683168316,0.027149321266968326,0.016402714932126698,0.057692307692307696,2,54
54,2439,0.3956539565395654,174.65116279069767,5.048380483804838,28.36046511627907,86,2.260275824770146,1.5834358343583437,0.34768347683476836,44.090456320260884,0.013530135301353014,10,0.4978165938864629,0.004366812227074236,0.008733624454148471,0.31877729257641924,0.1703056768558952,0.02214022140221402,0.02009020090200902,0.05986059860598606,1,55
55,2626,0.4047981721249048,192.74074074074073,4.805407463823306,32.41975308641975,81,6.563786008230452,1.5167555217060167,0.33739527798933744,45.61143348095496,0.014470677837014471,10,0.37037037037037035,0.006734006734006734,0.0,0.4882154882154882,0.13468013468013468,0.021325209444021324,0.011424219345011425,0.0654988575780655,1,56
56,2078,0.4687199230028874,126.1685393258427,4.331568816169393,23.348314606741575,89,0.7379118798131549,1.40279114533205,0.32001924927815206,64.46032977906589,0.0178055822906641,10,0.6526946107784432,0.0,0.011976047904191617,0.20958083832335328,0.12574850299401197,0.014918190567853706,0.02021174205967276,0.07747834456207892,2,57
57,3257,0.420632483880872,139.7593984962406,4.571077678845564,24.48872180451128,133,3.8924755497766976,1.433834817316549,0.33159349094258517,60.676521823441036,0.020878108688977586,10,0.36432160804020103,0.005025125628140704,0.022613065326633167,0.43467336683417085,0.17336683417085427,0.02118513969910961,0.01903592262818545,0.05802886091495241,3,58
58,2008,0.42729083665338646,152.39506172839506,4.975597609561753,24.790123456790123,81,5.59487882944673,1.5562749003984064,0.3411354581673307,50.01216811765285,0.00846613545816733,10,0.41353383458646614,0.011278195488721804,0.03383458646616541,0.518796992481203,0.022556390977443608,0.022908366533864542,0.022908366533864542,0.06573705179282868,2,59
59,2348,0.446763202725724,128.3653846153846,4.502129471890971,22.576923076923077,104,4.3801775147929,1.3926746166950597,0.31984667802385003,66.09915050452105,0.014054514480408859,10,0.3898809523809524,0.01488095238095238,0.017857142857142856,0.41964285714285715,0.15773809523809523,0.017035775127768313,0.022998296422487224,0.07708688245315162,3,60
60,2636,0.4613050075872534,144.40816326530611,4.306525037936267,26.897959183673468,98,0.4976051645147854,1.372534142640364,0.3186646433990895,63.41718296119665,0.006069802731411229,10,0.7966101694915254,0.0,0.005649717514124294,0.15254237288135594,0.04519774011299435,0.015933232169954476,0.02465857359635812,0.09787556904400607,1,61
61,1445,0.4110726643598616,168.08163265306123,4.638754325259516,29.489795918367346,49,2.0054144106622243,1.4975778546712804,0.3432525951557094,50.207770637666854,0.008304498269896194,10,0.48598130841121495,0.0,0.037383177570093455,0.4205607476635514,0.056074766355140186,0.020069204152249134,0.02837370242214533,0.05328719723183391,1,62
62,2158,0.422613531047266,149.73417721518987,4.415199258572753,27.31645569620253,79,1.8463387277679861,1.3846153846153846,0.2984244670991659,61.97033592989291,0.011121408711770158,10,0.5029940119760479,0.0,0.041916167664670656,0.41317365269461076,0.041916167664670656,0.029657089898053754,0.019462465245597776,0.06719184430027804,1,63
63,971,0.4407826982492276,126.38095238095238,4.3841400617919675,23.11904761904762,42,1.7585034013605443,1.431513903192585,0.427394438722966,62.26309045657399,0.01132852729145211,10,0.5638297872340425,0.0,0.010638297872340425,0.35106382978723405,0.07446808510638298,0.02059732234809475,0.021627188465499485,0.07723995880535531,3,64
64,1460,0.42945205479452053,118.29850746268657,4.329452054794521,21.791044776119403,67,1.912675428826019,1.393150684931507,0.3527397260273972,66.85654160703334,0.018493150684931507,10,0.5283018867924528,0.0,0.006289308176100629,0.33962264150943394,0.12578616352201258,0.01643835616438356,0.013013698630136987,0.0589041095890411,1,65
65,2502,0.38928856914468424,151.16326530612244,4.7821742605915265,25.53061224489796,98,4.615785089546023,1.5115907274180655,0.3533173461231015,53.04085303186024,0.014788169464428458,10,0.4161290322580645,0.0,0.02258064516129032,0.4612903225806452,0.1,0.019184652278177457,0.019984012789768184,0.06035171862509992,1,66
66,3358,0.416617033948779,196.8,4.695354377605717,33.59,100,8.883099999999999,1.4723049434187017,0.3374032162001191,48.184151786777846,0.01846337105419893,10,0.3919239904988123,0.0,0.014251781472684086,0.501187648456057,0.09263657957244656,0.0247170935080405,0.012805241215008934,0.06670637284097677,1,67
67,2488,0.43086816720257237,178.33333333333334,4.87540192926045,29.61904761904762,84,3.656746031746031,1.4710610932475885,0.2994372990353698,52.31989817792069,0.014469453376205787,10,0.424812030075188,0.0,0.018796992481203006,0.36466165413533835,0.19172932330827067,0.016881028938906754,0.018488745980707395,0.05747588424437299,2,68
68,1714,0.4194865810968495,146.70149253731344,4.592765460910152,25.582089552238806,67,4.123858320338606,1.4591598599766629,0.3751458576429405,57.42425495045195,0.01633605600933489,10,0.40865384615384615,0.004807692307692308,0.04807692307692308,0.42788461538461536,0.11057692307692307,0.020420070011668612,0.014002333722287048,0.060676779463243874,3,69
69,1721,0.4288204532248693,175.6206896551724,4.7699012202208015,29.67241379310345,58,6.337098692033294,1.5090063916327716,0.3904706565950029,49.05555926786755,0.02149912841371296,10,0.3684210526315789,0.0,0.0,0.4880382775119617,0.14354066985645933,0.01917489831493318,0.01452643811737362,0.07902382335851249,1,70
70,3173,0.42735581468641665,203.54545454545453,4.540813110620864,36.05681818181818,88,4.683626033057851,1.446580523164198,0.35171761739678536,47.85661728576342,0.01229120705956508,10,0.3763440860215054,0.010752688172043012,0.02867383512544803,0.4659498207885305,0.11827956989247312,0.018279231011660887,0.018909549322407817,0.057043807122596914,3,71
71,3188,0.4234629861982434,170.30973451327435,4.8905269761606025,28.212389380530972,113,3.9936565118646716,1.502823086574655,0.3183814303638645,51.06059165454526,0.010037641154328732,10,0.4316109422492401,0.0060790273556231,0.0,0.47112462006079026,0.0911854103343465,0.022271016311166875,0.017879548306148057,0.06681304893350062,3,72
72,2483,0.4140153040676601,180.54320987654322,4.757148610551752,30.65432098765432,81,3.824874256973022,1.513491743858236,0.34353604510672575,47.6794626671241,0.013290374546919049,10,0.4435146443514644,0.0,0.02092050209205021,0.4393305439330544,0.09623430962343096,0.024164317358034634,0.01852597664115989,0.06645187273459524,2,73
73,1064,0.4774436090225564,191.5,4.227443609022556,35.46666666666667,30,10.413333333333334,1.3834586466165413,0.4041353383458646,53.79573182957395,0.03477443609022556,10,0.323943661971831,0.0,0.0,0.4647887323943662,0.2112676056338028,0.023496240601503758,0.017857142857142856,0.07612781954887218,1,74
74,1656,0.4438405797101449,114.64935064935065,4.268719806763285,21.506493506493506,77,0.6953955135773318,1.3834541062801933,0.3454106280193237,67.96569169960476,0.00966183574879227,10,0.6616541353383458,0.0,0.08270676691729323,0.23308270676691728,0.022556390977443608,0.01570048309178744,0.024154589371980676,0.05374396135265701,2,75
75,2344,0.4462457337883959,122.18095238095238,4.386945392491468,22.323809523809523,105,1.4232199546485262,1.3886518771331058,0.32337883959044367,66.69638452787261,0.013225255972696246,10,0.5972850678733032,0.0,0.0,0.3212669683257919,0.08144796380090498,0.027303754266211604,0.027303754266211604,0.07295221843003413,1,76
76,2838,0.4393939393939394,122.62204724409449,4.406976744186046,22.346456692913385,127,0.8702337404674809,1.3911205073995772,0.29809725158562367,66.46455153068871,0.007399577167019027,10,0.6322314049586777,0.0,0.028925619834710745,0.2396694214876033,0.09917355371900827,0.018675123326286118,0.022903453136011276,0.06483439041578576,1,78
77,2218,0.415238954012624,119.6822429906542,4.645175834084761,20.72897196261682,107,2.5794392523364484,1.4864743011722272,0.3079350766456267,60.03936757877352,0.02254283137962128,10,0.4673913043478261,0.0,0.0036231884057971015,0.38768115942028986,0.14130434782608695,0.029305680793507663,0.018935978358881875,0.0563570784490532,1,79
78,1365,0.4065934065934066,223.2972972972973,4.906959706959707,36.891891891891895,37,4.482103725346969,1.4813186813186814,0.39780219780219783,44.070169290169304,0.005860805860805861,10,0.5084745762711864,0.00847457627118644,0.0,0.4406779661016949,0.0423728813559322,0.01978021978021978,0.02564102564102564,0.05787545787545788,1,80
79,1847,0.4163508391987006,173.765625,4.839740119112074,28.859375,64,2.25830078125,1.505143475906876,0.3838657282079047,50.2075963132783,0.017325392528424473,10,0.43783783783783786,0.005405405405405406,0.05945945945945946,0.2702702702702703,0.22702702702702704,0.01949106659447753,0.021115322144017325,0.07363291824580401,3,81
80,2409,0.42880863428808635,153.2528735632184,4.442092154420922,27.689655172413794,87,3.524904214559387,1.4533001245330013,0.3262764632627646,55.78080946450812,0.008717310087173101,10,0.4434782608695652,0.0,0.030434782608695653,0.5043478260869565,0.021739130434782608,0.021170610211706103,0.020755500207555,0.06890826068908261,1,82
81,2308,0.40251299826689774,181.12,4.788994800693241,30.773333333333333,75,2.7386666666666666,1.5155979202772965,0.33405545927209707,47.3804826112074,0.012998266897746967,10,0.4307692307692308,0.020512820512820513,0.020512820512820513,0.40512820512820513,0.12307692307692308,0.02123050259965338,0.018197573656845753,0.04852686308492201,1,83
82,1833,0.41898527004909986,192.66666666666666,4.88216039279869,32.1578947368421,57,3.072329947676208,1.5275504637206765,0.3551554828150573,44.96396761133605,0.008183306055646482,10,0.4906832298136646,0.0,0.0,0.38509316770186336,0.12422360248447205,0.024004364429896344,0.024549918166939442,0.07364975450081833,1,84
83,1729,0.39213418160786584,201.0754716981132,5.0318102949681895,32.62264150943396,53,3.169811320754717,1.573742047426258,0.3788316946211683,40.58444165566311,0.009832272990167727,10,0.5178571428571429,0.005952380952380952,0.0,0.31547619047619047,0.16071428571428573,0.020242914979757085,0.019086176980913822,0.05668016194331984,1,85
84,1874,0.4402347918890075,198.55555555555554,4.586446104589114,34.7037037037037,54,7.091906721536351,1.4541088580576307,0.39541088580576306,48.5931313490652,0.0016008537886872999,10,0.43636363636363634,0.0,0.02727272727272727,0.42727272727272725,0.10909090909090909,0.026147278548559232,0.022411953041622197,0.06990394877267876,2,86
85,2603,0.4498655397618133,143.19791666666666,4.223972339608144,27.114583333333332,96,0.5438368055555556,1.384172109104879,0.29389166346523243,62.21273748639392,0.002305032654629274,10,0.5977653631284916,0.01675977653631285,0.15083798882681565,0.1564245810055866,0.0782122905027933,0.017671917018824434,0.032270457164809835,0.059546676911256244,1,87
86,2252,0.43294849023090587,173.1917808219178,4.482238010657194,30.84931506849315,73,7.432163632951774,1.427619893428064,0.35790408525754885,54.74630222146526,0.015985790408525755,10,0.32752613240418116,0.0,0.0313588850174216,0.4808362369337979,0.1602787456445993,0.023090586145648313,0.016429840142095916,0.06660746003552398,1,88
87,1733,0.40103866128101556,135.74324324324326,4.702250432775534,23.41891891891892,74,1.6672753834915996,1.4685516445470284,0.36122331217541837,58.82532816861871,0.015579919215233698,10,0.4397590361445783,0.012048192771084338,0.09036144578313253,0.3313253012048193,0.12650602409638553,0.019042123485285632,0.02308136180034622,0.05020196191575303,3,89
